번호,기업명,사업자번호,진단일,GCL점수,등급,유선컨설팅 신청여부,회원여부
3878,오버더레인보우,2*********,2025-04-02,52.54,D,Y,회원
3877,블루머,6*********,2025-04-02,41.34,D,Y,회원
3876,세계로기브온,6*********,2025-04-02,90.47,A+,N,회원
3875,국립박물관문화재단,1*********,2025-04-02,73.62,B+,Y,회원
3874,(주)프론트로,3*********,2025-04-02,73.63,B+,Y,회원
3873,(주)신창우레탄,3*********,2025-04-02,49.88,D,Y,회원
3872,주식회사 김삼메,4*********,2025-04-02,48.77,D,N,회원
3871,(주)태신,1*********,2025-04-02,57.89,C-,Y,회원
3870,(주)씨엘모빌리티,5*********,2025-04-02,74.79,B+,N,회원
3869,기어포유,4*********,2025-04-02,47.6,D,N,회원
3868,알볼로에프앤씨,1*********,2025-04-02,74.01,B+,N,회원
3867,와이유엠에프앤비,3*********,2025-04-02,55.65,C-,Y,회원
3866,와이엠아이(주),2*********,2025-04-02,55.69,C-,N,회원
3865,(주)제이알아이엔씨(JR Inc),5*********,2025-04-02,63.67,C+,Y,회원
3864,(주)렛미나우,3*********,2025-04-02,58.13,C0,N,회원
3863,속수지례,2*********,2025-04-02,49.76,D,Y,회원
3862,클라운지,5*********,2025-04-02,56.3,C-,N,회원
3861,주식회사요주스틸튜브,8*********,2025-04-02,56.45,C-,Y,회원
3860,비브르사비,6*********,2025-04-02,57.06,C-,N,회원
3859,예스톤,2*********,2025-04-02,49.9,D,N,회원
3858,루나루즈 신평화,3*********,2025-04-02,74.11,B+,Y,회원
3857,더웨깅블루(유),6*********,2025-04-02,54.52,D,Y,회원
3856,페이스마켓,3*********,2025-04-02,60.12,C0,N,회원
3855,(주)힐빙케어,2*********,2025-04-02,36.07,D,N,회원
3854,(주)앤드원코퍼레이션,4*********,2025-04-02,57.05,C-,N,회원
3853,(주)웨이크메디,3*********,2025-04-02,58.03,C0,Y,회원
3852,더크린,1*********,2025-04-02,54.81,D,N,회원
3851,흥정스토어,2*********,2025-04-02,62.05,C+,N,회원
3850,네이썬글로벌,3*********,2025-04-02,65.21,B-,Y,회원
3849,주식회사 에그코스메틱,7*********,2025-04-02,72.87,B+,N,회원
3848,(주)황제무역,5*********,2025-04-02,63.13,C+,N,회원
3847,(주)파이안,1*********,2025-04-02,50.83,D,Y,회원
3846,태린,6*********,2025-04-02,52.85,D,N,회원
3845,(주)정안,1*********,2025-04-02,48.44,D,N,회원
3844,감포수산물특화영어조합법인,5*********,2025-04-02,56.16,C-,Y,회원
3843,에스디팩토리,2*********,2025-04-02,51.05,D,N,회원
3842,티이엠글로벌그룹,2*********,2025-04-02,79.2,A0,N,회원
3841,(주)마크베이스,1*********,2025-04-02,72.6,B+,N,회원
3840,(주)미래소재,4*********,2025-04-02,44.61,D,N,회원
3839,주식회사 유베스티,2*********,2025-04-02,60.93,C0,N,회원
3838,(주) 에스제이,3*********,2025-04-02,70.34,B0,N,회원
3837,동원수산,4*********,2025-04-02,51.88,D,N,회원
3836,용추골된장집,6*********,2025-04-02,71.62,B0,N,회원
3835,(주)아프스,6*********,2025-04-02,85.25,A+,N,회원
3834,메이본,2*********,2025-04-02,67.83,B-,Y,회원
3833,늘품탑마켓,8*********,2025-04-02,42.87,D,Y,회원
3832,메이본,2*********,2025-04-02,62.24,C+,N,회원
3831,(주)굿데이,1*********,2025-04-02,57.58,C-,Y,회원
3830,주식회사 펀앤플레이,3*********,2025-04-02,61.16,C0,N,회원
3829,(주)신라시스템,5*********,2025-04-02,65.11,B-,N,회원
3828,(주)유니프로모션,1*********,2025-04-01,72.94,B+,Y,회원
3827,주식회사 에버트레이드,4*********,2025-04-01,47.08,D,N,회원
3826,굿아이디어,1*********,2025-04-01,62.05,C+,N,회원
3825,브라질물산,3*********,2025-04-01,36.55,D,Y,회원
3824,쉴드앤,3*********,2025-04-01,38.5,D,N,회원
3823,무드코드,6*********,2025-04-01,71.04,B0,Y,회원
3822,씨라인메디랩,4*********,2025-04-01,69.66,B0,Y,회원
3821,농업회사법인 어랑 주식회사,5*********,2025-04-01,56.8,C-,N,회원
3820,에파큐어,4*********,2025-04-01,57.17,C-,N,회원
3819,름이네(주),2*********,2025-04-01,76.33,A-,N,회원
3818,더글리(TheGlee),2*********,2025-04-01,64.23,C+,Y,회원
3817,블루몬스튜디오,8*********,2025-04-01,61.88,C0,N,회원
3816,마운트빅지엔씨,5*********,2025-04-01,47.51,D,Y,회원
3815,(주)삼오섬유,5*********,2025-04-01,67.09,B-,N,회원
3814,케이지엘에스,1*********,2025-04-01,44.18,D,Y,회원
3813,(주)스위트레쉬피,6*********,2025-04-01,41.88,D,N,회원
3812,세등수산,2*********,2025-04-01,54.63,D,Y,회원
3811,주) 라이즈엔터프라이즈,1*********,2025-04-01,81.61,A0,Y,회원
3810,에스비피(SbP),6*********,2025-04-01,66.48,B-,N,회원
3809,(주)포텐셜,4*********,2025-04-01,66.81,B-,N,회원
3808,(주)쏘두위,4*********,2025-04-01,63.84,C+,N,회원
3807,주) 라이즈엔터프라이즈,1*********,2025-04-01,66.47,B-,Y,회원
3806,한중남미상공회의국 주식회사,8*********,2025-04-01,75.12,A-,Y,회원
3805,지노시스,3*********,2025-04-01,56.65,C-,N,회원
3804,와이앤제이푸드(주),1*********,2025-04-01,45.25,D,N,회원
3803,(주)글로벌에스텍,5*********,2025-04-01,76.3,A-,N,회원
3802,(주)아이로나,1*********,2025-04-01,63.53,C+,N,회원
3801,(주)캠퍼스라인,1*********,2025-04-01,48.51,D,Y,회원
3800,아티스트,7*********,2025-04-01,58.65,C0,Y,회원
3799,디케이아머,1*********,2025-04-01,81.63,A0,N,회원
3798,(주)프로닉스,7*********,2025-04-01,48.81,D,Y,회원
3797,(주)소리보따리,3*********,2025-04-01,60.84,C0,N,회원
3796,(주)나루,5*********,2025-04-01,67.97,B-,N,회원
3795,주식회사 인트라,1*********,2025-04-01,80.58,A0,N,회원
3794,빔펫,8*********,2025-04-01,52.77,D,N,회원
3793,시즌마켓,5*********,2025-04-01,66.35,B-,Y,회원
3792,인피넥트코리아,7*********,2025-04-01,75.41,A-,N,회원
3791,(주)포너,7*********,2025-04-01,67.29,B-,N,회원
3790,주식회사 에스제이랩,1*********,2025-04-01,63.04,C+,Y,회원
3789,(주)아담스팜코리아,1*********,2025-04-01,46.48,D,Y,회원
3788,농업회사법인(주)용계매원,5*********,2025-04-01,50.2,D,Y,회원
3787,튼튼마켓,1*********,2025-03-31,46.77,D,N,회원
3786,칼이쓰마,1*********,2025-03-31,47.26,D,N,회원
3785,(주)밥상머리디자인,3*********,2025-03-31,49.97,D,Y,회원
3784,텔랩,6*********,2025-03-31,48.54,D,N,회원
3783,마마스팜영농조합법인,2*********,2025-03-31,54.72,D,N,회원
3782,(주)디에스랩,5*********,2025-03-31,65.82,B-,N,회원
3781,정강원 관광농원,2*********,2025-03-31,59.66,C0,N,회원
3780,아미코리아,2*********,2025-03-31,59.49,C0,N,회원
3779,다함께 차차茶,8*********,2025-03-31,58.28,C0,N,회원
3778,카린,3*********,2025-03-31,57.18,C-,N,회원
3777,에코자인,4*********,2025-03-31,49.09,D,N,회원
3776,한국센서연구소(주),3*********,2025-03-31,66.17,B-,N,회원
3775,림피드랩,2*********,2025-03-31,56.2,C-,Y,회원
3774,아이비오코스메틱,4*********,2025-03-31,71.25,B0,N,회원
3773,레이지로우,6*********,2025-03-31,45,D,N,회원
3772,(주)비에이티엔,1*********,2025-03-31,53.83,D,N,회원
3771,씨텍,1*********,2025-03-31,66,B-,Y,회원
3770,앨리스컴퍼니,4*********,2025-03-31,56.89,C-,N,회원
3769,올프라임,2*********,2025-03-31,50.25,D,Y,회원
3768,앤코코스메틱,7*********,2025-03-31,61.39,C0,N,회원
3767,낙타와돌고래,1*********,2025-03-31,55.76,C-,Y,회원
3766,맥아이에이코리아,6*********,2025-03-31,77.02,A-,N,회원
3765,방떼,2*********,2025-03-31,71.22,B0,N,회원
3764,(주)셀텍,1*********,2025-03-31,52.41,D,Y,회원
3763,(주)나스파,4*********,2025-03-31,63.24,C+,N,회원
3762,(주)세원정밀전자,6*********,2025-03-31,69.42,B0,N,회원
3761,(주)쭙,5*********,2025-03-31,71.34,B0,N,회원
3760,주식회사 에이비엠랩,6*********,2025-03-31,56.37,C-,Y,회원
3759,(주)베스트웰줄기세포,2*********,2025-03-31,80.44,A0,Y,회원
3758,제로삼육오주식회사,4*********,2025-03-31,81.55,A0,N,회원
3757,(주)에이로,6*********,2025-03-31,58.49,C0,N,회원
3756,(주)아테크넷,1*********,2025-03-31,42.46,D,N,회원
3755,지힐스,3*********,2025-03-31,65.68,B-,N,회원
3754,에스코리아콘설팅,5*********,2025-03-31,52.53,D,N,회원
3753,키튼케익,2*********,2025-03-31,68.83,B0,Y,회원
3752,주식회사 고릴라에프앤디,2*********,2025-03-31,64.47,C+,N,회원
3751,다원메디스,3*********,2025-03-31,63.12,C+,Y,회원
3750,잇다,5*********,2025-03-31,74.89,B+,N,회원
3749,(주)에이더블유시스템즈,6*********,2025-03-31,38.46,D,N,회원
3748,대도수산,3*********,2025-03-31,54.47,D,N,회원
3747,윈팩,5*********,2025-03-31,55.46,C-,N,회원
3745,이가네식품,3*********,2025-03-31,59.07,C0,N,회원
3746,데미샘,5*********,2025-03-31,70.17,B0,N,회원
3744,나작가,1*********,2025-03-31,47.6,D,Y,회원
3743,153영어조합법인,1*********,2025-03-31,70.01,B0,Y,회원
3742,(주)신성코퍼레이션,5*********,2025-03-31,64.77,C+,Y,회원
3741,에너지머티리얼즈(주),4*********,2025-03-31,60.18,C0,N,회원
3740,그녀의 산약초,4*********,2025-03-31,60.92,C0,N,회원
3739,(주)페트리코스완,7*********,2025-03-31,69.72,B0,N,회원
3738,(주)키즈팩토리,8*********,2025-03-31,57.2,C-,N,회원
3737,(주)드림팍스코리아,1*********,2025-03-31,63.21,C+,Y,회원
3736,주식회사 아디브,5*********,2025-03-31,49.72,D,N,회원
3735,(주)미래엠에스,3*********,2025-03-31,63.08,C+,N,회원
3734,주식회사 사적표시,7*********,2025-03-31,60.13,C0,Y,회원
3733,팩토리팩,1*********,2025-03-31,46.48,D,N,회원
3732,(주)제라산업,3*********,2025-03-31,61.09,C0,N,회원
3731,한국안전기술연합(주),1*********,2025-03-31,67.26,B-,Y,회원
3730,좋은사회,3*********,2025-03-31,54.07,D,Y,회원
3729,(주)마루아라,5*********,2025-03-31,57.71,C-,N,회원
3728,주식회사 아디브,5*********,2025-03-31,49.72,D,N,회원
3727,주)아유오케이BIO,2*********,2025-03-31,72.99,B+,Y,회원
3726,(주)채니봉봉,2*********,2025-03-31,67.17,B-,N,회원
3725,우주로,5*********,2025-03-31,53.35,D,Y,회원
3724,(주)사이조은,7*********,2025-03-31,64.55,C+,N,회원
3723,(주)정원코리아월드,4*********,2025-03-31,48.37,D,N,회원
3722,주식회사 동우인터내셔널,4*********,2025-03-31,74.38,B+,N,회원
3721,주식회사 토브하임,8*********,2025-03-31,59.43,C0,Y,회원
3720,포플러플래닛,6*********,2025-03-31,47.53,D,N,회원
3719,(주)랜딩,7*********,2025-03-31,51.51,D,Y,회원
3718,클랜헌트 유한회사,6*********,2025-03-31,51.12,D,N,회원
3717,(주)에이로마플라붐,1*********,2025-03-31,75.63,A-,N,회원
3716,(주)도남엔지니어링,1*********,2025-03-31,52.72,D,N,회원
3715,(주)안동브루잉컴퍼니,8*********,2025-03-31,41.94,D,N,회원
3714,(주)하경코스메틱,2*********,2025-03-31,58.91,C0,N,회원
3713,오브링,1*********,2025-03-31,46.16,D,N,회원
3712,"HSCM CO., LTD",2*********,2025-03-31,80.44,A0,Y,회원
3711,피도테일,2*********,2025-03-30,66.99,B-,N,회원
3710,주식회사 팀제로코드,2*********,2025-03-30,51.34,D,N,회원
3709,(주)노마드크라운,8*********,2025-03-30,66.75,B-,N,회원
3708,다은정리,3*********,2025-03-30,40.97,D,Y,회원
3707,(주)엔피플,7*********,2025-03-30,61.17,C0,N,회원
3706,프로스켐주식회사,6*********,2025-03-30,65.03,B-,Y,회원
3705,코르크Cork,1*********,2025-03-30,59.47,C0,N,회원
3704,헤미르,2*********,2025-03-30,37.67,D,N,회원
3703,(주)더빈즈,7*********,2025-03-29,83.56,A+,N,회원
3702,뉴스타트런,4*********,2025-03-29,50.92,D,N,회원
3701,에이치엔,4*********,2025-03-29,48.88,D,N,회원
3700,주식회사 브랜드이즈유,3*********,2025-03-29,83.77,A+,N,회원
3699,(주)임진강김치,1*********,2025-03-29,59.49,C0,N,회원
3698,(주)롤다,3*********,2025-03-29,43.79,D,N,회원
3697,주식회사기반,8*********,2025-03-29,56.91,C-,N,회원
3696,티알씨코리아,3*********,2025-03-29,67.78,B-,Y,회원
3695,홍아상사,4*********,2025-03-29,40.92,D,Y,회원
3694,바잉피플 인베스트먼트,7*********,2025-03-29,67.08,B-,N,회원
3693,평창진이네오미자농장,8*********,2025-03-29,58.39,C0,N,회원
3692,주식회사 에스엔내츄럴,6*********,2025-03-29,77.65,A-,Y,회원
3691,(주)팀모노리스,6*********,2025-03-28,70.64,B0,Y,회원
3690,궁중화원,7*********,2025-03-28,76,A-,N,회원
3689,블리스탱크(주),6*********,2025-03-28,49.17,D,Y,회원
3688,(주)이노테크미디어,2*********,2025-03-28,88.58,A+,N,회원
3687,이제이인터내셔널,2*********,2025-03-28,52.34,D,Y,회원
3686,(주)케이더블유바이오,6*********,2025-03-28,53.2,D,Y,회원
3685,(주)큐빅,1*********,2025-03-28,75.85,A-,N,회원
3684,(주)킴블스,5*********,2025-03-28,53.76,D,Y,회원
3683,엠피에스,1*********,2025-03-28,53.8,D,Y,회원
3682,(주)새울,2*********,2025-03-28,58.53,C0,Y,회원
3681,주식회사 근본코퍼레이션,7*********,2025-03-28,58.04,C0,N,회원
3680,(주)흥진정밀,1*********,2025-03-28,48.25,D,N,회원
3679,(주)기영포맥스,2*********,2025-03-28,67.44,B-,Y,회원
3678,(주)비케이에너지,1*********,2025-03-28,77.42,A-,Y,회원
3677,(주)무스마,1*********,2025-03-28,65,C+,Y,회원
3676,크리스붐,6*********,2025-03-28,54.86,D,Y,회원
3675,주식회사 게인맥스,3*********,2025-03-28,58.02,C0,Y,회원
3674,일리토,7*********,2025-03-28,52.76,D,Y,회원
3673,엘더스(주),1*********,2025-03-28,60.65,C0,Y,회원
3672,글로벌스포츠,3*********,2025-03-28,61.13,C0,Y,회원
3671,세정산업,3*********,2025-03-28,59.59,C0,Y,회원
3670,니코,4*********,2025-03-28,54.1,D,Y,회원
3669,(주)체리디자인,8*********,2025-03-28,46.29,D,N,회원
3668,이노뷰네트워크(주),2*********,2025-03-28,43.64,D,N,회원
3667,(주)안드레의바다,1*********,2025-03-28,69.93,B0,Y,회원
3666,(주)닥스메디,4*********,2025-03-28,67.88,B-,Y,회원
3665,(주)파로스마린,7*********,2025-03-28,62.44,C+,N,회원
3664,(주)리페어코리아,2*********,2025-03-28,44.37,D,N,회원
3663,주식회사 누스탐,2*********,2025-03-28,54.58,D,N,회원
3662,원주생명농업,2*********,2025-03-28,55.61,C-,N,회원
3661,수수깡,4*********,2025-03-28,56.1,C-,N,회원
3660,매직그린,3*********,2025-03-28,65.25,B-,N,회원
3659,주]아미인터내셔널  파주지점,7*********,2025-03-28,49.88,D,N,회원
3658,네이처블루,3*********,2025-03-28,67.28,B-,N,회원
3657,서앤천 주식회사,8*********,2025-03-28,78.16,A0,Y,회원
3656,고창복분자마을진농식품,4*********,2025-03-28,50.11,D,N,회원
3655,마케팅랩주식회사,3*********,2025-03-28,82.29,A+,N,회원
3654,민글로벌,5*********,2025-03-28,54.97,D,N,회원
3653,그레이트스톤페이스,8*********,2025-03-28,63.06,C+,N,회원
3652,(주)꿈더한,2*********,2025-03-28,60.4,C0,N,회원
3651,(주)오조메타,6*********,2025-03-28,62.97,C+,N,회원
3650,주식회사 에코놀로지,2*********,2025-03-28,49.1,D,Y,회원
3649,농업회사법인(주)팜테크,1*********,2025-03-28,52,D,N,회원
3648,영미유통,4*********,2025-03-28,69.81,B0,N,회원
3647,세원이모빌리티(주),7*********,2025-03-28,58.91,C0,N,회원
3646,포에이시스템(주),1*********,2025-03-28,65.09,B-,N,회원
3645,아이브리,8*********,2025-03-28,67.73,B-,Y,회원
3644,코레제닉,3*********,2025-03-28,43.21,D,N,회원
3643,농업회사법인(주)유성푸드,2*********,2025-03-28,54.3,D,N,회원
3642,주식회사 와이즈팩토리,5*********,2025-03-28,59.14,C0,N,회원
3641,주식회사 모핀,8*********,2025-03-28,84.19,A+,N,회원
3640,(주)리콘랩스,4*********,2025-03-28,73.03,B+,N,회원
3639,(주)중앙테크,5*********,2025-03-28,57.94,C-,Y,회원
3638,(주)남영산업,3*********,2025-03-28,46.25,D,N,회원
3637,주식회사 위카온,1*********,2025-03-28,74.06,B+,Y,회원
3636,(주)보탬,3*********,2025-03-28,78.86,A0,N,회원
3635,(주)긱다이브,3*********,2025-03-28,55.46,C-,N,회원
3634,(주)에브리루틴,3*********,2025-03-28,71.33,B0,N,회원
3633,(주)케이리더스,2*********,2025-03-28,61.8,C0,N,회원
3632,농업회사법인동방제유(주),5*********,2025-03-28,85.39,A+,Y,회원
3631,(주)에스나인바이오사이언스,6*********,2025-03-28,53.56,D,Y,회원
3630,메타팩토리코퍼레이션(주),8*********,2025-03-28,50.02,D,N,회원
3629,(주)다운컴퍼니,4*********,2025-03-28,67.96,B-,Y,회원
3628,제너랩,1*********,2025-03-28,59.34,C0,Y,회원
3627,주식회사바이원,5*********,2025-03-28,68.87,B0,N,회원
3626,캔탈롭(주),3*********,2025-03-28,80.36,A0,Y,회원
3625,판다글로벌,3*********,2025-03-27,60.13,C0,N,회원
3624,(주)어스에이트,3*********,2025-03-27,56.25,C-,Y,회원
3623,(주)디알에스,2*********,2025-03-27,59.19,C0,Y,회원
3622,농업회사법인(주)감홍로,1*********,2025-03-27,73.09,B+,Y,회원
3621,(주)노나,1*********,2025-03-27,51.42,D,Y,회원
3620,리베미코퍼레이션,4*********,2025-03-27,63.08,C+,N,회원
3619,(주)펠소닉,1*********,2025-03-27,56.22,C-,Y,회원
3618,(주)에스비티엔텍,6*********,2025-03-27,53.2,D,Y,회원
3617,(주)어먼스코퍼레이션,3*********,2025-03-27,64.1,C+,Y,회원
3616,하이쎄미코(주),7*********,2025-03-27,60.82,C0,N,회원
3615,(주)신세계코리아,5*********,2025-03-27,63.7,C+,Y,회원
3614,(주)블루브릿지트레이드,6*********,2025-03-27,64.5,C+,N,회원
3613,(주)케이리버어뮤즈먼트,2*********,2025-03-27,74.65,B+,N,회원
3612,위얼라이브,3*********,2025-03-27,53.36,D,Y,회원
3611,주식회사 마부작침,3*********,2025-03-27,48.83,D,N,회원
3610,한국해양바이오클러스터(주),6*********,2025-03-27,65.82,B-,N,회원
3609,(주)도온,6*********,2025-03-27,47.05,D,N,회원
3608,(주)서현뷰티코스메틱,2*********,2025-03-27,71.58,B0,N,회원
3607,미닝,7*********,2025-03-27,49.91,D,N,회원
3606,한빛글로우,8*********,2025-03-27,53.02,D,Y,회원
3605,제임스엠엔티,7*********,2025-03-27,77.23,A-,Y,회원
3604,(주)미려코스메틱,5*********,2025-03-27,95.28,A+,Y,회원
3603,(주)메디룬,2*********,2025-03-27,51.28,D,Y,회원
3602,(주)제이비비인터내셔널,4*********,2025-03-27,61.42,C0,N,회원
3601,르카밍,3*********,2025-03-27,57.95,C-,N,회원
3600,(주)클리코스,2*********,2025-03-27,63.84,C+,Y,회원
3599,부강이엔에스(주),3*********,2025-03-27,62.53,C+,N,회원
3598,해스레(유),4*********,2025-03-27,59.77,C0,Y,회원
3597,우다우호마켓,6*********,2025-03-27,48.94,D,Y,회원
3596,(주)라이프스타일시온,5*********,2025-03-27,54.71,D,N,회원
3595,농업회사법인네오팜(주),6*********,2025-03-27,70.18,B0,N,회원
3594,오수동(OHSOODONG),2*********,2025-03-27,63.87,C+,Y,회원
3593,(주)벨에포크,2*********,2025-03-27,59.83,C0,N,회원
3592,글로벌루트,1*********,2025-03-27,56.61,C-,Y,회원
3591,(주)위니즈,8*********,2025-03-27,62.64,C+,N,회원
3590,마들린,8*********,2025-03-27,53.87,D,Y,회원
3589,(주)백윤티앤에프홀딩스,1*********,2025-03-27,61.82,C0,N,회원
3588,주식회사 지유홀딩스,5*********,2025-03-27,58.76,C0,Y,회원
3587,농업회사법인웰앤뷰(주),7*********,2025-03-27,79.17,A0,Y,회원
3586,(주)서우건설산업,1*********,2025-03-27,51.64,D,N,회원
3585,주식회사 룰루스랩,5*********,2025-03-27,70.3,B0,N,회원
3584,(주)대한계전,3*********,2025-03-27,65.74,B-,N,회원
3583,월드미디어,8*********,2025-03-27,58.8,C0,N,회원
