번호,기업명,사업자번호,진단일,GCL점수,등급,유선컨설팅 신청여부,회원여부
574,쿨샤,6*********,2025-01-14,58.53,C0,Y,회원
573,(주)일진텍,6*********,2025-01-14,53.26,D,Y,회원
572,(주)크레아랩,6*********,2025-01-14,52.22,D,N,회원
571,동운상사,5*********,2025-01-14,53.03,D,N,회원
570,엑소리젠HARA,3*********,2025-01-14,57.58,C-,N,회원
569,(주)메타시스템즈,3*********,2025-01-14,64.21,C+,N,회원
568,메이페어,3*********,2025-01-14,72.58,B+,N,회원
567,굿바이브,2*********,2025-01-14,69.17,B0,N,회원
566,에이아이메딕(주),2*********,2025-01-14,65.02,B-,N,회원
565,주식회사 꼬루 인터내셔널,6*********,2025-01-14,68.94,B0,N,회원
564,(주)메디펀,1*********,2025-01-14,70.51,B0,N,회원
563,윌리스빌,6*********,2025-01-14,73.24,B+,N,회원
562,(주)강원파이프산업,7*********,2025-01-14,60.68,C0,N,회원
561,(주)지디케이,4*********,2025-01-14,68.9,B0,N,회원
560,하리앤컴퍼니,8*********,2025-01-14,69.82,B0,N,회원
559,(주)수미가,4*********,2025-01-14,44.1,D,Y,회원
558,굿초이스웨이,7*********,2025-01-14,70.9,B0,Y,회원
557,(주)채움건강생활,6*********,2025-01-14,73.1,B+,Y,회원
556,파이텍,2*********,2025-01-14,56.23,C-,N,회원
555,굿초이스웨이,7*********,2025-01-14,49.68,D,Y,회원
554,(주)디앤에스인더스트리,1*********,2025-01-14,54.66,D,N,회원
553,아이에스바이오,3*********,2025-01-14,50.27,D,N,회원
552,케이민그룹(주),6*********,2025-01-14,65.03,B-,N,회원
551,에스아이엔지니어링,6*********,2025-01-14,53.08,D,N,회원
550,이화섬유,2*********,2025-01-14,45.82,D,N,회원
549,영농조합법인산들푸드,3*********,2025-01-14,63.16,C+,N,회원
548,(주)리엔텍,3*********,2025-01-14,58.48,C0,N,회원
547,다스너,5*********,2025-01-14,47.07,D,Y,회원
546,(주)해빗몰,4*********,2025-01-14,68.97,B0,N,회원
545,(주)이소랩,3*********,2025-01-14,55.79,C-,N,회원
544,농업회사법인(주)다사랑,2*********,2025-01-14,61.31,C0,N,회원
543,파이어폭스,3*********,2025-01-14,77.16,A-,N,회원
542,에버니아,1*********,2025-01-14,54.73,D,N,회원
541,로로에프엔비,8*********,2025-01-14,68.01,B0,N,회원
540,위챗연구소,5*********,2025-01-14,62.68,C+,N,회원
539,자연의선물영어조합법인,4*********,2025-01-14,52.83,D,N,회원
538,정원정밀,4*********,2025-01-14,62.13,C+,Y,회원
537,대륭기업(주),6*********,2025-01-14,40.6,D,N,회원
536,환상주민,2*********,2025-01-14,47.29,D,N,회원
535,현대개발,6*********,2025-01-14,59.7,C0,N,회원
534,(주)쿠달,2*********,2025-01-14,50.93,D,N,회원
533,에이팩스 케미칼,1*********,2025-01-14,65.11,B-,N,회원
532,유피스,8*********,2025-01-14,49.93,D,Y,회원
531,(주)굿트리컴퍼니,1*********,2025-01-14,76.72,A-,N,회원
530,대신압연테크,5*********,2025-01-14,56.99,C-,Y,회원
529,(주)쿼드마이너,6*********,2025-01-14,77.09,A-,Y,회원
528,미츠노이브,2*********,2025-01-14,60.12,C0,Y,회원
527,(주)노매딕피스,6*********,2025-01-14,42.51,D,N,회원
526,(주)아리엘상사,2*********,2025-01-14,74.7,B+,Y,회원
525,(주)폰티스,4*********,2025-01-14,53.64,D,N,회원
524,캐니캐티케어,3*********,2025-01-14,60.22,C0,Y,회원
523,(주)비지푸드,6*********,2025-01-14,56.16,C-,Y,회원
522,(주)이노스텍,4*********,2025-01-14,51.76,D,N,회원
521,(주)토스크,1*********,2025-01-14,55.9,C-,Y,회원
520,(주)싱싱푸드,8*********,2025-01-14,42.13,D,N,회원
519,(주)비앤비솔루션,8*********,2025-01-14,65.69,B-,Y,회원
518,실크 카스테라,4*********,2025-01-14,75.93,A-,N,회원
517,농업회사법인모드본바이오(주),2*********,2025-01-14,93.55,A+,Y,회원
516,테넥스,4*********,2025-01-14,57.48,C-,N,회원
515,(주)나비힐,4*********,2025-01-14,78.31,A0,N,회원
514,핀,1*********,2025-01-14,68.98,B0,N,회원
513,(주)에스티이에이,3*********,2025-01-14,46.38,D,N,회원
512,(주)비비에프,6*********,2025-01-14,68.48,B0,Y,회원
511,띵동사회적협동조합,4*********,2025-01-14,55.19,C-,Y,회원
510,대림프라스틱(주),2*********,2025-01-14,69.11,B0,N,회원
509,주식회사 링더벨,5*********,2025-01-14,65.68,B-,Y,회원
508,수정영농조합법인,2*********,2025-01-14,40.31,D,Y,회원
507,(주)에너테크,1*********,2025-01-14,78.03,A0,N,회원
506,(주)피앤에프153인터내셔널,5*********,2025-01-14,80.61,A0,N,회원
505,향기디자인연구소,1*********,2025-01-14,56.66,C-,Y,회원
504,(주)포스솔루션,1*********,2025-01-14,53.31,D,Y,회원
503,(주)들메내식품,6*********,2025-01-14,40.08,D,Y,회원
502,티프렌,3*********,2025-01-14,56.84,C-,Y,회원
501,텀블러스토리,3*********,2025-01-13,62.87,C+,Y,회원
500,(주)씨이에스팜,8*********,2025-01-13,52.51,D,Y,회원
499,토도비엔,6*********,2025-01-13,73.92,B+,N,회원
498,퍼피갤러리(PuppyGallery),3*********,2025-01-13,84.3,A+,N,회원
497,더블유디앤피,7*********,2025-01-13,51.1,D,N,회원
496,부엔디아,8*********,2025-01-13,71.5,B0,N,회원
495,피넛,5*********,2025-01-13,59.62,C0,N,회원
494,(주)두침,4*********,2025-01-13,54.21,D,N,회원
493,마이토 주식회사,5*********,2025-01-13,54.8,D,Y,회원
492,하우스오브아담,3*********,2025-01-13,46.79,D,Y,회원
491,(주)비비드카,4*********,2025-01-13,43.35,D,N,회원
490,지평선농부들영농조합법인,4*********,2025-01-13,64.27,C+,N,회원
489,아이디티 주식회사,1*********,2025-01-13,69.12,B0,Y,회원
488,멍대 주식회사,8*********,2025-01-13,65.21,B-,Y,회원
487,제주이엔씨 카페몬딱,6*********,2025-01-13,42.65,D,Y,회원
486,조이스영스튜디오,6*********,2025-01-13,57.81,C-,Y,회원
485,(주)더아인코스메틱,4*********,2025-01-13,50.78,D,Y,회원
484,인워드(주),7*********,2025-01-13,84.11,A+,N,회원
483,(주)다디,3*********,2025-01-13,55.81,C-,Y,회원
482,주식회사 시너지팜,2*********,2025-01-13,58.39,C0,Y,회원
481,(주)디오에스,3*********,2025-01-13,75.8,A-,N,회원
480,주식회사 지니로봇,2*********,2025-01-13,41.81,D,Y,회원
479,(주)칩스케이,2*********,2025-01-13,67.53,B-,N,회원
478,(주)스필,3*********,2025-01-13,67.76,B-,N,회원
477,(주)디알비앤에이치,4*********,2025-01-13,58.21,C0,Y,회원
476,주식회사 모지,6*********,2025-01-13,44.95,D,N,회원
475,티에스케이인터내셔널(주),3*********,2025-01-13,59.87,C0,Y,회원
474,(주)해담,3*********,2025-01-13,57.12,C-,N,회원
473,펫키지,6*********,2025-01-13,69.07,B0,N,회원
472,마코르,3*********,2025-01-13,50.48,D,Y,회원
471,(주)한국지네틱바이오팜,1*********,2025-01-13,53.72,D,N,회원
470,글라움,4*********,2025-01-13,57.28,C-,Y,회원
469,메카트론텍,1*********,2025-01-13,63.74,C+,Y,회원
468,(주)토르텍,1*********,2025-01-13,49.33,D,N,회원
467,주식회사 오드그라피,5*********,2025-01-13,75.78,A-,N,회원
466,웨이비테일,6*********,2025-01-13,58.88,C0,Y,회원
465,(주)금명,2*********,2025-01-13,58.78,C0,N,회원
464,신용스틸,6*********,2025-01-13,63.72,C+,Y,회원
463,아워베스트,6*********,2025-01-13,58.31,C0,N,회원
462,육성엔터프라이즈,1*********,2025-01-13,62.99,C+,N,회원
461,(주)솔루미랩,8*********,2025-01-13,70.09,B0,N,회원
460,라온컴퍼니,8*********,2025-01-13,52.49,D,N,회원
459,세이비타민,3*********,2025-01-13,67.71,B-,N,회원
458,케이앤비준우(주),5*********,2025-01-13,55.31,C-,N,회원
457,(주)정광기업,6*********,2025-01-13,56.85,C-,Y,회원
456,(주)시크릿,8*********,2025-01-13,61.22,C0,N,회원
455,(주)클리너스트,7*********,2025-01-13,75.72,A-,Y,회원
454,(주)스텝하우,1*********,2025-01-13,71.8,B0,Y,회원
453,(주)누리어스글로벌,3*********,2025-01-13,80.36,A0,N,회원
452,(주)더에이블랩,7*********,2025-01-13,73.74,B+,N,회원
451,농업회사법인 (주)수미지인,4*********,2025-01-13,60.45,C0,N,회원
450,내튤리드주식회사,5*********,2025-01-13,82.88,A+,N,회원
449,디엔에스동양화학(주),1*********,2025-01-13,45.31,D,Y,회원
448,도쉬마켓,1*********,2025-01-13,43.64,D,Y,회원
447,(주)코어엑스,3*********,2025-01-13,54.01,D,N,회원
446,(주)씨티씨엠,3*********,2025-01-13,68.8,B0,Y,회원
445,(주)엘퓨젼옵틱스,3*********,2025-01-13,68.13,B0,N,회원
444,주식회사 이젠코리아,3*********,2025-01-13,77.6,A-,N,회원
443,(주)그래솔루션,6*********,2025-01-13,56.99,C-,N,회원
442,(주)티케이이엔에스,5*********,2025-01-13,56.29,C-,Y,회원
441,인화인(주),5*********,2025-01-13,72.93,B+,Y,회원
440,글로벌오토비아,4*********,2025-01-13,73.14,B+,N,회원
439,그로드,5*********,2025-01-13,51.73,D,Y,회원
438,(주)과학생각,4*********,2025-01-13,43.72,D,Y,회원
437,아주푸드,2*********,2025-01-13,55.15,C-,Y,회원
436,원강초경,6*********,2025-01-13,60.78,C0,N,회원
435,(주)제니스티,5*********,2025-01-13,61.31,C0,N,회원
434,(주)에버,2*********,2025-01-13,57.29,C-,Y,회원
433,(주)엠투파워,2*********,2025-01-13,54.41,D,N,회원
432,린에비뉴트레이드에이전시,8*********,2025-01-13,66.38,B-,N,회원
431,(주)에너지팩토리,4*********,2025-01-13,67.48,B-,N,회원
430,(주)투인테크,1*********,2025-01-13,45.34,D,Y,회원
429,스타일,6*********,2025-01-13,48.03,D,Y,회원
428,세이프웨어(주),5*********,2025-01-13,65.08,B-,N,회원
427,주식회사 피엔피인터내셔널,2*********,2025-01-13,54.02,D,Y,회원
426,아트원(주),2*********,2025-01-13,56.46,C-,N,회원
425,애플파파,6*********,2025-01-13,56.8,C-,N,회원
424,(주)테바코리아,5*********,2025-01-13,64.36,C+,Y,회원
423,영현빵집,1*********,2025-01-13,57.15,C-,N,회원
422,(주)알에이아이엔티,5*********,2025-01-13,48.53,D,Y,회원
421,(주)엠티에스,6*********,2025-01-13,60.88,C0,N,회원
420,솔나라,5*********,2025-01-13,76.47,A-,N,회원
419,메드뷰온,4*********,2025-01-13,56.95,C-,Y,회원
418,대림프라스틱(주),2*********,2025-01-13,47.86,D,Y,회원
417,(주)에테라글로벌,5*********,2025-01-13,52.81,D,N,회원
416,제이에스케이바이오메드(주),3*********,2025-01-13,74.81,B+,N,회원
415,케이와이피,3*********,2025-01-13,51.88,D,Y,회원
414,주식회사 넥스트세이프,5*********,2025-01-13,68.89,B0,Y,회원
413,에이엠,1*********,2025-01-13,81.17,A0,Y,회원
412,안동옛맛된장(주),4*********,2025-01-13,46.19,D,Y,회원
411,(주)다펫,7*********,2025-01-13,61.62,C0,Y,회원
410,스코모트(주),6*********,2025-01-12,82.21,A+,N,회원
409,비엘앤씨,1*********,2025-01-12,55.48,C-,N,회원
408,후니팟,1*********,2025-01-12,49.63,D,Y,회원
407,버섯놀이터변산농장,3*********,2025-01-12,69.32,B0,Y,회원
406,유아미데이,1*********,2025-01-12,61.11,C0,N,회원
405,(주)아고스비전,1*********,2025-01-12,63.44,C+,N,회원
404,유아미,8*********,2025-01-12,70.84,B0,N,회원
403,티암문,6*********,2025-01-12,70.66,B0,N,회원
402,(주)경자네식구들,1*********,2025-01-12,71.4,B0,N,회원
401,도캐더투게더,2*********,2025-01-12,71.26,B0,Y,회원
400,건너ON,3*********,2025-01-12,71.01,B0,N,회원
399,우트스킨케어,1*********,2025-01-11,52.75,D,N,회원
398,바다건너무역,6*********,2025-01-11,69.3,B0,N,회원
397,247굿럭,4*********,2025-01-11,69.9,B0,N,회원
396,베리머치,7*********,2025-01-11,71.69,B0,N,회원
395,라우드,2*********,2025-01-11,46.18,D,N,회원
394,(주)힐링크,6*********,2025-01-11,74.77,B+,N,회원
393,(주)힐링크,6*********,2025-01-11,65.63,B-,N,회원
392,닥터온펫,6*********,2025-01-11,73.82,B+,N,회원
391,고래방앗간,2*********,2025-01-11,58.8,C0,Y,회원
390,(주)윙킬라이프,5*********,2025-01-11,60.81,C0,Y,회원
389,(주)오퍼스퍼니처,5*********,2025-01-11,57.44,C-,N,회원
388,에어빌리티(주),4*********,2025-01-11,62.38,C+,N,회원
387,주식회사 리빙인,7*********,2025-01-10,65.14,B-,Y,회원
386,(주)에스앤에스연구소,5*********,2025-01-10,66.05,B-,N,회원
385,그린루프,8*********,2025-01-10,72.42,B+,N,회원
384,(주)오달진,8*********,2025-01-10,48.65,D,N,회원
383,(주)테크뷰티,7*********,2025-01-10,68.05,B0,N,회원
382,무릉외갓집영농조합법인,6*********,2025-01-10,53.71,D,Y,회원
381,윈저글로벌(주),1*********,2025-01-10,59.95,C0,Y,회원
380,(주)슈거아트,3*********,2025-01-10,54.93,D,Y,회원
379,(주)센트퍼밋,3*********,2025-01-10,51.85,D,N,회원
378,일영이팜영농조합법인,6*********,2025-01-10,56.45,C-,N,회원
377,(주)예울,5*********,2025-01-10,65.51,B-,Y,회원
376,농업회사법인착한영광버섯마을(주),5*********,2025-01-10,52.68,D,Y,회원
375,디뉴이라,5*********,2025-01-10,52.5,D,Y,회원
374,코슬,8*********,2025-01-10,60.66,C0,N,회원
373,주식회사에스제이알테크,7*********,2025-01-10,50.08,D,Y,회원
372,주식회사 코리인터내셔널홀딩스,1*********,2025-01-10,66.57,B-,N,회원
371,이투케이인터내셔널,4*********,2025-01-10,57.67,C-,Y,회원
370,(주)큐라힐바이오,6*********,2025-01-10,52.02,D,Y,회원
369,(주)브랜드메이트,2*********,2025-01-10,61.71,C0,N,회원
368,(주)키나바,2*********,2025-01-10,79.78,A0,Y,회원
367,(주)오라,8*********,2025-01-10,73.3,B+,N,회원
366,(주)우시산,7*********,2025-01-10,59.51,C0,N,회원
365,(주)푸드엔,6*********,2025-01-10,52.11,D,N,회원
364,디와이솔,7*********,2025-01-10,48.37,D,Y,회원
363,한국통상,8*********,2025-01-10,69.73,B0,N,회원
362,주식회사 맑은내일에프앤비,3*********,2025-01-10,55.69,C-,Y,회원
361,디에스엠 트레이딩,5*********,2025-01-10,69.69,B0,Y,회원
360,(주)안계농산,4*********,2025-01-10,40.4,D,Y,회원
359,(주)싱컴바인,5*********,2025-01-10,66.03,B-,N,회원
358,(주)자윤수산,3*********,2025-01-10,39.05,D,N,회원
357,알순마켓,7*********,2025-01-10,73.86,B+,N,회원
356,기리나텍스,1*********,2025-01-10,63.14,C+,Y,회원
355,더셀컴퍼니주식회사,1*********,2025-01-10,60.67,C0,Y,회원
354,(주)이지다이아텍,4*********,2025-01-10,74.34,B+,N,회원
353,(주)유성이앤지,8*********,2025-01-10,64.59,C+,N,회원
352,한끼혁명,6*********,2025-01-10,62.09,C+,Y,회원
351,(주)성림엔지니어링,6*********,2025-01-10,57.59,C-,N,회원
350,셀포원(주),5*********,2025-01-10,89.93,A+,Y,회원
349,태유정밀,2*********,2025-01-10,46.2,D,Y,회원
348,레이블론,8*********,2025-01-10,63.72,C+,Y,회원
347,(주)뉴스텍컴퍼니,1*********,2025-01-10,71.96,B0,N,회원
346,(주)더네이비플레이트,7*********,2025-01-10,42.17,D,N,회원
345,(주)서지텍,2*********,2025-01-10,72.24,B+,Y,회원
344,주식회사 타이거랩,3*********,2025-01-10,60.14,C0,N,회원
343,(주)네오휴먼컴퍼니,1*********,2025-01-10,57.3,C-,Y,회원
342,(주)직스테크놀로지,1*********,2025-01-10,68.23,B0,N,회원
341,(주)샘초롱,5*********,2025-01-10,73.19,B+,N,회원
340,쁘띠아이즈,3*********,2025-01-10,57.69,C-,Y,회원
339,(주)블랭크공삼,6*********,2025-01-10,75.39,A-,N,회원
338,디에이치 코스메틱스,4*********,2025-01-10,40.99,D,Y,회원
337,대영바이오,7*********,2025-01-10,77.26,A-,Y,회원
336,드위프코리아,5*********,2025-01-10,56.68,C-,Y,회원
335,코리아에어케어,3*********,2025-01-10,81.53,A0,N,회원
334,(주)디엠쎌코스메틱,2*********,2025-01-10,81.57,A0,N,회원
333,주식회사 녹터널,2*********,2025-01-10,68.25,B0,N,회원
332,(주)티어코퍼레이션,3*********,2025-01-10,66.62,B-,N,회원
331,(주)더바인,5*********,2025-01-10,57,C-,N,회원
330,(주)엔빅스,8*********,2025-01-10,49.6,D,N,회원
329,(주)코아텍,6*********,2025-01-10,53.43,D,N,회원
328,완도매생이협동조합,4*********,2025-01-10,60.01,C0,N,회원
327,주식회사 지티코리아,5*********,2025-01-10,71.78,B0,Y,회원
326,(주)리빙스퀘어,7*********,2025-01-10,79.44,A0,N,회원
325,(주)인비저블컴퍼니,4*********,2025-01-10,51.65,D,Y,회원
324,(주)비보라랩스,2*********,2025-01-10,60.88,C0,N,회원
323,벨라센토,4*********,2025-01-10,52.53,D,Y,회원
322,(주)와이케이,6*********,2025-01-10,44.65,D,N,회원
321,디엔엘바이오켐,8*********,2025-01-10,58.85,C0,N,회원
320,(주)밸류뱅크,5*********,2025-01-10,66.33,B-,Y,회원
319,엠에스엠글로벌,3*********,2025-01-10,60.17,C0,Y,회원
318,(주)흥진정밀,1*********,2025-01-10,54.03,D,N,회원
317,농업회사법인에미네천년초(주),3*********,2025-01-10,66.62,B-,Y,회원
316,MH컴퍼니,1*********,2025-01-10,84.49,A+,N,회원
315,잼있는세상,7*********,2025-01-10,66.22,B-,N,회원
314,(주)헥코리아,1*********,2025-01-10,63.61,C+,Y,회원
313,나래푸드(주),3*********,2025-01-10,46.41,D,N,회원
312,더건강한협동조합,1*********,2025-01-10,74.11,B+,N,회원
311,공간테크,2*********,2025-01-10,56.27,C-,N,회원
310,다산사무기,2*********,2025-01-10,38.96,D,N,회원
309,글로빅스,4*********,2025-01-10,70.07,B0,Y,회원
308,(주)케이랩스,5*********,2025-01-10,55.59,C-,N,회원
307,(주)대건에스앤티,6*********,2025-01-10,63.91,C+,Y,회원
306,라미유,2*********,2025-01-10,75.35,A-,Y,회원
305,더비기닝,7*********,2025-01-10,69.85,B0,N,회원
304,다미무역,2*********,2025-01-10,64.36,C+,N,회원
303,(주)티에스윈,1*********,2025-01-10,73.17,B+,N,회원
302,(주)굿딜파트너,4*********,2025-01-10,56.06,C-,N,회원
301,(주)씨에스베스트,1*********,2025-01-10,51.56,D,N,회원
300,허브FC,5*********,2025-01-10,66.63,B-,Y,회원
299,(주)다원냉각기,5*********,2025-01-10,46.97,D,Y,회원
298,(주)가배온,1*********,2025-01-10,56.24,C-,Y,회원
297,(주)한주금형앤사출,4*********,2025-01-10,70.87,B0,Y,회원
296,(주)다원컴퍼니,3*********,2025-01-10,80.77,A0,Y,회원
295,에스디메카텍,1*********,2025-01-10,70.1,B0,N,회원
294,(주)실크로,4*********,2025-01-10,60.67,C0,Y,회원
293,농업회사법인삼손푸드(주),4*********,2025-01-10,62.12,C+,N,회원
292,주식회사산타맘,5*********,2025-01-10,72.75,B+,N,회원
291,(주)산우,7*********,2025-01-10,50.86,D,N,회원
290,(주)호연,6*********,2025-01-10,63.28,C+,Y,회원
289,(주)아이소,3*********,2025-01-10,43.73,D,N,회원
288,글래쉬뷰티,6*********,2025-01-10,71.38,B0,Y,회원
287,아크제이,6*********,2025-01-10,60.99,C0,Y,회원
286,(주)스카이레브,5*********,2025-01-09,68.77,B0,N,회원
285,(주)글로벌소프트컨설팅,5*********,2025-01-09,78.16,A0,Y,회원
284,투에이치엔컴퍼니,7*********,2025-01-09,37.98,D,Y,회원
283,(주)어니스트쿡,2*********,2025-01-09,62.75,C+,Y,회원
282,복록수코리아,3*********,2025-01-09,61.56,C0,N,회원
281,농업회사법인 주식회사 코아베스트,6*********,2025-01-09,56.85,C-,N,회원
280,지엘,3*********,2025-01-09,52.18,D,Y,회원
279,(주)중일머티리얼즈,1*********,2025-01-09,45.99,D,Y,회원
278,(주)아주푸드,5*********,2025-01-09,46.88,D,Y,회원
277,성원피씨엠(주),3*********,2025-01-09,74.03,B+,Y,회원
276,(주)바이오라이트,2*********,2025-01-09,59.98,C0,Y,회원
275,(주)다정한마켓,6*********,2025-01-09,59.24,C0,N,회원
274,코리아엔텍(주),2*********,2025-01-09,71.52,B0,N,회원
